"Period","Commodities Price Index","percent_change","average","three Year Trend","Deviation From 3 Year Trend","Mean of 3 Year Trend","eight Year Trend","Deviation From 8 Year Trend","Mean of 8 Year Trend","GDP Price Deflator","Ratio: Commodities Price Index to GDP Price Deflator","Mean_of_Ratio"
"Q1 2017",390.8,22.6231565735802,4.03542916548988,442.121666666667,-51.3216666666667,9.50748397435897,533.2303125,-142.4303125,26.6977013221154,105.7,3.69725638599811,4.71682152606454
"Q2 2017",390.85,17.4041032110781,4.03542916548988,421.9525,-31.1025,9.50748397435897,532.3715625,-141.5215625,26.6977013221154,105.6,3.70123106060606,4.71682152606454
"Q3 2017",384.37,1.45971914264598,4.03542916548988,398.601666666667,-14.2316666666667,9.50748397435897,529.0228125,-144.6528125,26.6977013221154,105.9,3.62955618508026,4.71682152606454
"Q4 2017",419,15.3729658286753,4.03542916548988,383.394166666667,35.6058333333334,9.50748397435897,527.4415625,-108.4415625,26.6977013221154,107.3,3.9049394221808,4.71682152606454
"Q1 2018",420.46,7.58955987717502,4.03542916548988,382.854166666667,37.6058333333333,9.50748397435897,522.87625,-102.41625,26.6977013221154,107.7,3.90399257195915,4.71682152606454
"Q2 2018",459.6,17.5898682358961,4.03542916548988,387.945,71.655,9.50748397435897,519.718125,-60.118125,26.6977013221154,108.1,4.25161887141536,4.71682152606454
"Q3 2018",486.72,26.627988656763,4.03542916548988,392.073333333333,94.6466666666667,9.50748397435897,517.8696875,-31.1496874999999,26.6977013221154,108.7,4.47764489420423,4.71682152606454
"Q4 2018",449.7,7.32696897374701,4.03542916548988,399.593333333333,50.1066666666666,9.50748397435897,514.8828125,-65.1828125,26.6977013221154,107.7,4.17548746518106,4.71682152606454
"Q1 2019",369.87,-12.0320601246254,4.03542916548988,403.8575,-33.9875,9.50748397435897,507.0496875,-137.1796875,26.6977013221154,109,3.39330275229358,4.71682152606454
"Q2 2019",454.37,-1.13794604003482,4.03542916548988,413.979166666667,40.3908333333333,9.50748397435897,499.32125,-44.95125,26.6977013221154,110.2,4.12313974591652,4.71682152606454
"Q3 2019",437.38,-10.1372452333991,4.03542916548988,418.8575,18.5225,9.50748397435897,492.7928125,-55.4128125,26.6977013221154,110.2,3.96896551724138,4.71682152606454
"Q4 2019",434.5,-3.38003113186569,4.03542916548988,424.801666666667,9.69833333333332,9.50748397435897,487.2915625,-52.7915625,26.6977013221154,111.1,3.91089108910891,4.71682152606454
